CAL,CNC,GR,HRD,HRM,PE,ZDEN,DTC,DTS
8.625,0.4146,186.5909,1.8388,1.9541,7.37,2.2862,113.1236,216.2575
8.6719,0.1595,5.6255,1.7037,1.6383,8.4454,2.4621,71.36399999999998,131.8036
8.625,0.1437,36.2848,2.6275,3.094,7.7381,2.5717,77.6074,145.8573
8.5781,0.2792,26.4561,0.35200000000000004,0.3213,5.1241,2.1519,100.2146,187.0336
8.625,0.1751,8.0453,1.645,1.7219,8.1137,2.4499,74.1062,137.6599
8.625,0.1914,34.0469,5.5777,5.7785,5.1236,2.2407,88.1477,137.3157
8.6484,0.114,3.7952,2.7885,2.8049,8.2979,2.5278,67.5138,124.165
8.625,0.1246,35.751,3.125,3.3025,8.0247,2.5875,73.3064,137.7281
8.6719,0.0987,23.3409,3.8725,4.8302,8.2642,2.6081,69.0212,127.8622
8.5781,0.279,28.0738,0.4596,0.4255,4.9402,2.1735,102.289,194.019
8.6719,0.115,11.7398,2.6095,3.1884,8.301,2.548,69.4415,127.5036
8.6719,0.1427,9.9396,1.9719,2.2353,8.4543,2.5144,72.8624,135.6244
8.5469,0.2289,24.7739,0.5629,0.5116,4.9512,2.2484,89.7419,152.9612
8.625,0.0606,7.4986,7.6006,8.1827,8.5464,2.6271,60.0729,111.8279
8.625,0.103,2.2259,2.4446,2.6887,8.5399,2.5419,66.0185,124.0737
8.625,0.1037,26.6761,3.5236,4.1453,8.1746,2.5985,70.5709,132.9676
8.6484,0.4406,235.6275,2.1727,2.1978,7.4204,2.2764,115.2973,219.3943
8.5781,0.194,41.3995,4.2331,3.9999,5.4967,2.3301,89.3504,143.6401
8.5781,0.1325,23.2993,7.6652,8.1173,5.2801,2.3221,79.8242,130.2908
8.625,0.0724,6.472,5.1471,5.5604,8.3249,2.5839,63.3177,118.848
8.6719,0.1479,9.6131,1.8489,2.0264,8.1184,2.4808,72.685,134.0124
8.5781,0.2749,40.2693,0.6737,0.5945,5.5711,2.2514,107.2715,277.0826
8.5469,0.2493,29.1275,0.3263,0.3081,4.9491,2.1929,99.3289,186.2142
8.625,0.0922,25.1793,3.6988,4.3592,8.1821,2.6005,68.8439,127.8402
8.6719,0.1487,9.1186,1.8862,1.9461,8.039,2.4699,71.1076,133.4248
8.625,0.0968,19.7607,3.9868,4.8272,7.9703,2.58,67.7478,125.64
8.625,0.439,221.1183,2.1971,2.2778,7.3391,2.2503,114.521,218.0694
8.625,0.1019,23.6016,3.5364,4.1228,7.7597,2.5726,69.6434,128.6663
8.625,0.1324,38.725,3.1334,3.3916,7.9042,2.6019,75.2332,137.5266
8.625,0.1775,10.3202,1.7115,1.7776,7.905,2.4668,74.3521,143.4144
8.6719,0.1729,23.5467,8.6601,11.4636,7.1378,2.4355,82.0427,126.4691
8.6719,0.1675,5.4638,1.6769999999999998,1.6533,8.2468,2.4523,73.4216,136.1989
8.7031,0.1231,10.6807,2.0832,2.3439,8.2662,2.5185,70.0652,127.215
8.7031,0.1339,13.3999,2.1509,2.3318,8.1874,2.5171,72.87,132.89700000000002
8.7031,0.0949,8.3585,4.2993,4.3141,8.2994,2.5637,65.9669,120.6252
8.6016,0.0354,3.2399,8.4759,9.8598,8.4547,2.6561,59.3856,111.2289
8.7031,0.1986,43.6678,1.8131,2.0785,6.2265,2.2925,85.145,133.4457
8.6719,0.138,8.0856,1.9505,2.0146,8.0123,2.4808,70.6053,129.3242
8.5469,0.2565,27.4805,0.4006,0.3192,4.9317,2.2028,92.043,180.047
8.7266,0.1879,63.9679,1.9146,2.0007,7.2272,2.5043,82.0005,130.8316
8.5781,0.0684,4.0376,6.1537,6.9871,8.2364,2.6272,61.6075,112.0262
8.6719,0.078,7.2036,4.6202,5.0267,8.4344,2.5895,63.5481,119.1935
8.625,0.0833,15.7613,5.9943,5.4948,8.1946,2.6171,69.0326,130.7078
8.7031,0.1118,11.8083,2.5826,3.1143,8.6085,2.5467,68.8186,125.8995
8.7031,0.445,583.8194,0.0911,31412.9609,12.608,2.9345,95.2443,182.1531
8.5469,0.2706,30.4359,0.4227,0.3752,4.7865,2.1613,88.8672,263.515
8.625,0.0645,7.1736,6.33,6.7835,8.5806,2.6067,60.9297,104.5572
8.5234,0.2101,26.9866,0.6602,0.6171,4.9919,2.2606,85.1796,237.3723
8.6719,0.2402,99.1353,1.4333,1.4133,6.9582,2.5373,87.7176,137.1187
8.5781,0.3325,59.7338,0.6862,0.7442,5.5681,2.2293,103.7761,299.1367
8.625,0.2587,27.8998,0.3072,0.2936,5.2845,2.1684,99.3197,194.2154
8.5781,0.0649,7.7603,5.2499,6.2135,8.2962,2.6122,62.104,118.099
8.5781,0.194,41.3995,4.2331,3.9999,5.4967,2.3301,89.3504,143.6401
8.625,0.2087,36.2057,4.5764,5.0831,5.2466,2.2302,90.273,140.8904
8.625,0.1208,3.3922,2.6224,2.6504,8.2791,2.5052,69.30199999999999,122.9593
8.6719,0.0858,12.1194,4.8134,5.2968,8.0996,2.5912,64.9092,113.9737
8.7031,0.1839,51.0084,1.7702,2.0004,6.2039,2.3759,75.0695,120.889
8.75,0.1395,13.6288,1.9258,2.2594,8.1658,2.5117,72.5264,134.738
8.7031,0.1138,8.8397,2.8903,3.4227,8.5079,2.5261,64.5231,122.1877
8.625,0.0737,5.8477,5.1847,5.6423,8.2535,2.5821,63.295,119.1208
8.6094,0.3604,83.1592,1.0563,1.133,6.9891,2.3791,99.4087,296.7971
8.6719,0.5434,188.438,3.707,6.2729,7.3964,2.0334,115.4253,220.47
8.6719,0.1964,57.5995,1.8812,2.1692,6.5667,2.494,85.2748,146.8528
8.5781,0.2818,25.9316,0.3631,0.3317,5.4994,2.1336,102.3277,204.0343
8.6719,0.1187,2.431,2.3096,2.6502,8.4575,2.4855,69.4687,131.0068
8.7109,0.1237,10.4353,2.4375,2.7927,8.3876,2.5239,69.4717,126.9594
8.6719,0.0882,11.2215,4.2746,4.8025,7.7463,2.5675,65.6137,114.7286
8.625,0.1511,41.0747,2.3867,2.6079,7.2904,2.5416,78.62,142.1747
8.6719,0.0924,9.8669,4.4757,4.7504,8.4019,2.5722,66.1796,123.9233
8.625,0.0656,7.3282,6.1209,6.5789,8.3514,2.6117,63.593,110.4193
8.5469,0.2325,23.0613,0.5578,0.5149,5.0321,2.248,89.5238,153.2968
8.625,0.1502,16.0208,2.374,2.5268,7.883999999999999,2.5061,74.0838,135.1069
8.625,0.1868,52.2081,1.9177,2.0806,7.7223,2.591,79.9239,155.0361
8.6719,0.2646,102.5475,1.5541,1.568,6.8761,2.5145,89.2979,181.7717
8.625,0.1245,32.3681,2.9329,3.011,7.9406,2.5855,73.6989,129.507
8.625,0.0871,27.974,3.6497,4.5269,8.043,2.6165,71.0298,125.4909
8.7266,0.1204,12.4393,2.1001,2.3855,8.4307,2.5263,70.6411,130.3677
8.6719,0.2613,107.6056,1.639,1.7203,6.6717,2.4793,89.3508,161.5704
8.5781,0.3563,62.2898,0.6940000000000001,0.847,6.1611,2.2644,100.3843,277.5124
8.625,0.1546,10.0546,2.0853,2.1053,8.2811,2.4975,72.4674,136.0722
8.625,0.1158,30.9959,2.9675,3.4105,7.4628,2.5636,71.6688,127.9988
8.625,0.2117,29.1978,3.3805,3.9444,5.3235,2.2211,89.5068,141.1071
8.625,0.113,26.5347,3.1762,3.5203,7.6617,2.5686,73.5995,138.0824
8.6719,0.1969,57.0803,2.0493,2.5749,7.0645,2.529,85.1665,166.7977
8.6484,0.0862,9.1735,4.0458,4.6799,8.454,2.5572,61.0825,111.5795
8.5781,0.2734,28.8575,0.4873,0.4591,5.2879999999999985,2.19,100.8933,190.3824
8.625,0.1259,3.3508,2.0169,2.0676,8.6082,2.504,68.2239,125.3197
8.6719,0.0999,13.3794,3.7991,4.2053,7.8714,2.5747,66.7599,120.8707
8.6719,0.1786,55.2873,1.9388,2.0255,6.5974,2.4951,83.1082,135.7996
8.5781,0.3348,64.4379,0.8153,0.7744,6.1107,2.3683,110.3921,257.5905
8.6875,0.0961,9.8833,4.7855,5.4407,8.3608,2.5653,66.4308,122.0158
8.625,0.2117,29.1978,3.3805,3.9444,5.3235,2.2211,89.5068,141.1071
8.625,0.1428,7.5558,2.9688,3.1798,8.1835,2.4959,71.2679,132.7695
8.6719,0.1308,7.5513,2.425,2.5731,8.3912,2.52,68.8823,122.6228
8.5781,0.322,51.9637,0.841,0.8917,6.7295,2.3531,114.7894,279.2024
8.5781,0.2675,28.9031,0.3835,0.33,5.1013,2.172,102.0081,200.3058
8.5781,0.2749,40.2693,0.6737,0.5945,5.5711,2.2514,107.2715,277.0826
8.625,0.2857,51.3764,1.1915,1.3125,6.8336,2.3772,102.479,271.838
8.6719,0.1394,9.5207,1.9961,2.0791,8.1325,2.4913,71.1844,131.3058
8.6719,0.1307,8.9963,2.1413,2.3242,7.9628,2.4962,70.1886,125.3398
8.625,0.0912,2.3971,5.1519,4.7698,8.5064,2.5564,62.79600000000001,119.9276
8.6719,0.127,2.917,2.2525,2.2178,8.4924,2.4753,69.8008,130.5911
8.625,0.1394,3.2096,1.8371,1.8897,8.4791,2.4728,71.0383,124.4409
8.625,0.0932,3.0482,3.2165,3.8138,8.2629,2.5454,63.573,117.6715
8.6719,0.1917,52.7692,2.0224,2.1531,6.8911,2.5168,84.1531,147.9329
8.625,0.1708,7.6854,1.5966,1.5771,8.1023,2.4348,74.5883,142.1719
8.6531,0.101,5.0037,3.5911,3.9856,8.4317,2.5484,66.7505,116.2633
8.625,0.1174,30.3657,2.7637,3.5293,8.1677,2.5825,73.6938,128.9935
8.6875,0.1292,19.5893,4.2921,6.247000000000001,6.5186,2.4686,82.4156,134.2452
8.625,0.196,58.1926,1.8569,2.0032,7.8168,2.5995,81.6238,168.1179
8.6953,0.1018,5.4643,3.0669,3.8246,8.4357,2.5422,64.7916,123.7217
8.6719,0.1247,9.831,2.376,2.8108,8.2104,2.5349,69.29,124.3466
8.5781,0.35,53.0624,0.6845,0.6109,6.6384,2.2982,108.2227,263.3599
8.6719,0.3235,76.0615,1.2062,0.8857,8.4365,2.5218,98.7312,156.3785
8.6875,0.2177,39.659,0.9143,0.9927,7.9043,2.57,81.6661,140.8053
8.7813,0.2001,70.4989,1.0472,1.042,6.5013,2.4527,83.3298,130.422
8.6719,0.16399999999999998,53.9808,2.1591,2.3334,6.8025,2.5131,80.5247,139.132
8.5781,0.0599,1.9749,7.2002,7.3284,8.5404,2.5967,56.681,105.1412
8.625,0.07200000000000001,2.1015,4.6304,4.9223,8.3532,2.5905,61.5491,114.5771
8.5781,0.0918,2.2545,3.4312,3.7644,8.3583,2.5539,64.6973,117.6561
8.625,0.0994,26.6037,3.8725,4.3409,8.0093,2.6026,71.4298,132.0555
8.6719,0.1681,49.6743,2.2919,2.4884,6.7397,2.4998,79.2334,134.3752
8.625,0.1112,33.7962,3.9575,4.1782,7.6294,2.5694,70.2173,125.0104
8.7031,0.0954,6.1135,4.2273,4.2403,8.272,2.5386,65.26899999999999,120.9626
8.7031,0.1183,9.0036,2.5286,2.8636,8.2795,2.516,68.3424,124.6338
8.625,0.0789,12.0708,7.3039,7.5763,7.6382,2.5788,62.4796,114.4625
8.75,0.0885,4.4289999999999985,3.1643,3.9224,8.6785,2.5697,65.4019,116.5916
8.6719,0.2171,40.901,1.7737,1.9278,8.1774,2.5742,82.6124,150.7777
8.6719,0.2583,92.2533,1.5989,1.7463,6.8576,2.5044,85.3681,152.2943
8.625,0.0607,20.982,9.5731,9.8719,7.5656,2.5985,59.4932,104.0833
8.625,0.1681,8.213,1.7993,1.9136,8.0161,2.4571,73.8517,138.3488
8.625,0.0521,5.7062,6.6949,7.4934,8.4944,2.6409,59.7782,104.593
8.6719,0.287,122.527,1.4795,1.5413,6.7084,2.467,90.4755,175.77
8.5781,0.31,122.9802,1.7769,1.8185,6.7134,2.4413,95.4885,177.8344
8.5781,0.3754,58.2633,0.9459,0.9131,6.542999999999998,2.3480000000000003,102.0854,266.3484
8.5781,0.2867,31.3429,0.3154,0.3032,4.8558,2.132,104.5787,208.2761
8.7031,0.1189,41.4602,2.1873,3.2591,5.4974,2.537,74.2921,126.4886
8.5781,0.2564,30.6513,0.3241,0.3033,4.9789,2.1851,99.4385,186.0488
8.5781,0.2801,27.9854,0.3697,0.3455,5.1538,2.1535,106.4817,209.2774
8.625,0.0718,15.3051,8.689,9.389,7.801,2.6073,64.3787,112.4
8.625,0.1065,49.2141,6.4278,6.3505,7.2008,2.5394,62.9316,104.1529
8.625,0.0786,4.8892,3.6836,4.3539,8.2608,2.6001,65.0898,116.3262
8.6719,0.1281,10.8013,2.4763,2.6813,8.3135,2.5265,69.592,127.4856
8.5781,0.2688,28.3109,0.3197,0.3013,4.8926,2.1767,100.7134,186.5567
8.6927,0.0862,5.1976,3.1547,3.6107,8.467,2.5676,62.842,117.202
8.5781,0.1356,21.2692,20.8746,29.2498,5.1689,2.2912,81.1383,125.7931
8.5469,0.2155,35.9653,0.471,0.4358,5.0894,2.2659,89.6507,151.9119
8.625,0.0646,7.8393,6.8048,7.4585,8.5952,2.6209,60.7143,113.6463
8.6719,0.1016,8.0405,3.9391,6.1725,8.368,2.5294,69.6281,133.2481
8.6719,0.0858,7.8579,3.5454,4.0751,8.3834,2.5814,66.1323,123.7867
8.6484,0.2634,26.8324,0.3081,0.2724,5.1116,2.1682,95.7352,188.2165
8.625,0.1279,10.5497,103.5036,179.5421,5.0053,2.3063,82.5742,131.5048
8.625,0.068,5.6263,6.6059,6.5433,8.3063,2.5907,62.5869,107.6579
8.5781,0.3563,62.2898,0.6940000000000001,0.847,6.1611,2.2644,100.3843,277.5124
8.625,0.1027,26.4853,3.6016,4.0621,8.062999999999999,2.5973,70.8456,124.518
8.6719,0.2633,112.9354,1.4326,1.2999,6.8594,2.5045,88.9086,166.2124
8.6016,0.3248,47.1349,0.7434,0.7977,6.1154,2.2545,102.6619,294.23
8.5781,0.2519,31.128,0.3426,0.3131,5.0054,2.2030000000000003,98.7552,187.5712
8.5781,0.259,28.2272,0.3438,0.3212,5.193,2.1893,97.4495,181.9092
8.6719,0.2394,91.8971,1.6401,1.8555,6.8632,2.5181,85.6627,148.8996
8.625,0.0942,6.7937,4.2152,4.8933,8.0358,2.5604,66.9133,120.5062
8.6719,0.0951,10.949000000000002,3.8428,4.4218,7.891,2.5502,66.4323,116.7175
8.7031,0.1268,9.1184,2.4516,2.6589,8.2834,2.5198,69.4285,128.3323
8.625,0.1944,36.2242,4.2135,4.6388,5.1877,2.2676,89.4451,139.2735
8.5469,0.2199,28.1809,0.4979,0.4527,4.8741,2.2462,87.6082,147.861
8.7031,0.1459,9.5858,2.0654,2.3052,8.1756,2.4912,70.3684,132.5784
8.625,0.2125,35.1459,4.3495,4.7668,5.062,2.1971,90.5047,141.8786
8.6484,0.0833,19.0717,4.6383,5.0323,7.8959,2.5832,66.8422,118.3259
8.6719,0.0873,9.7954,4.2412,4.6532,8.1677,2.5722,65.2723,108.8039
8.6719,0.1577,53.5654,2.1303,2.8079,6.7833,2.5354,78.8956,144.2798
8.5781,0.1367,21.9622,8.6092,9.3976,5.1185,2.3007,84.0969,128.3903
8.625,0.1573,7.2811,2.2114,2.1617,8.3078,2.4709,72.3629,133.3769
8.625,0.0573,1.8722,6.5514,7.3409,8.4226,2.5995,58.7477,106.4299
8.6719,0.0973,16.9807,3.5558,3.9768,7.4594,2.5538,69.9517,123.8538
8.625,0.1027,7.0317,2.7349,3.1668,8.3306,2.5336,68.1,119.3051
8.6719,0.0897,11.3545,3.8369,4.4398,8.06,2.5844,66.8061,120.1894
8.6719,0.1275,12.3209,2.5396,2.7710000000000004,8.368,2.5221,69.0324,125.1226
8.625,0.2067,33.7422,4.2762,5.1506,5.2263,2.2065,91.5159,141.566
8.6719,0.0864,8.1555,3.6007,4.2507,8.4594,2.5736,64.4364,115.5594
8.625,0.0864,3.7398,3.8034,4.3651,8.3629,2.565,63.5072,119.5106
8.625,0.0766,17.4884,5.5915,6.4839,7.7308,2.5934,67.1642,123.118
8.6719,0.0765,8.9773,4.6661,5.1038,8.3756,2.6015,63.9121,117.5844
8.7031,0.2399,76.1648,26.0413,77.61399999999998,6.4641,2.4566,85.7505,140.0603
8.6719,0.0539,33.6901,15.7348,25.6693,7.3451,2.6805,54.2795,86.3065
8.625,0.1199,35.0847,3.1441,3.3352,8.0662,2.5849,73.0321,136.034
8.5469,0.2612,31.0402,0.3282,0.3086,4.8592,2.1905,98.9185,185.3788
8.625,0.1347,33.4993,25.4645,31.6105,5.6894,2.4629,74.6268,123.7125
8.625,0.1733,51.4614,1.9569,2.0742,7.877999999999999,2.593,79.0678,151.5768
8.625,0.1988,43.8123,2.5232,3.7239,6.1427,2.3577,89.4772,144.3548
8.5781,0.2325,38.5928,4.0475,4.2636,5.2407,2.1884,93.6662,146.8667
8.5781,0.2388,29.82,0.3448,0.3202,4.9441,2.205,99.246,177.1469
8.5781,0.27,30.4631,0.6441,0.6744,5.1081,2.2175,91.7096,187.5084
8.5469,0.2602,35.0275,0.7245,0.7918,5.0281,2.2454,82.7418,246.632
8.5469,0.3121,40.4879,0.6558,0.8014,5.189,2.1828,102.1111,205.84
8.6719,0.0937,18.885,3.7476,4.3755,7.4262,2.5678,70.2072,125.3913
8.5781,0.2561,27.9458,0.337,0.2738,5.1935,2.2038,92.3155,184.2054
8.7031,0.1251,10.6221,2.4361,2.7761,8.3736,2.5237,69.5311,127.8798
8.6719,0.1178,9.8454,2.6921,3.0391,8.4171,2.5328,68.8382,128.3207
8.7031,0.2229,69.265,1.538,1.7255,7.8136,2.6574,83.2338,150.6911
8.625,0.0714,16.7489,7.0862,7.5485,7.4407,2.5932,62.8935,109.2826
8.625,0.0769,16.528,7.2189,7.3852,7.6645,2.5982,63.664,114.97
8.625,0.0691,5.5386,5.3168,5.5402,8.4556,2.599,63.8405,118.6008
8.6719,0.1477,8.8655,2.0589,2.2728,8.0585,2.4836,69.4453,128.4469
8.6719,0.1132,10.7227,3.1493,3.4865,7.8634,2.5380000000000003,68.6261,125.1776
8.6719,0.0741,36.5334,8.6564,11.6456,6.8024,2.4524,61.9476,118.4494
8.625,0.0919,28.7985,7.0699,7.0317,7.6735,2.5977,66.4406,114.2615
8.5,0.2076,27.0873,0.6722,0.604,5.0111,2.2601,86.10700000000001,236.7894
8.625,0.0761,19.1789,5.6165,6.5592,7.6854,2.5818,68.8204,109.9447
8.625,0.3193,55.4483,0.4591,0.4026,6.2197,2.2255,102.7479,289.7489
8.625,0.1561,27.628,10.3743,10.4479,5.1632,2.2786,85.3935,137.062
8.6719,0.1187,8.0515,2.727,2.9396,8.4276,2.5343,67.7359,124.6643
8.5313,0.2733,45.7734,1.1602,1.3166,5.2045,2.244,95.4424,261.6504
8.6719,0.1147,11.7038,2.7375,3.0534,7.8188,2.5233,69.6973,127.1353
8.6719,0.1018,9.0984,3.2353,3.5829,8.2044,2.5645,67.1407,128.3251
8.625,0.0667,5.3198,6.6354,6.621,8.3591,2.5980000000000003,59.5546,106.4569
8.6719,0.1082,7.0803,3.43,3.8939,8.2812,2.5423,68.2149,124.1167
8.5469,0.247,30.745,0.4165,0.3834,5.0787,2.2282,93.079,166.6309
8.6719,0.1499,8.4481,2.0769,2.2545,8.2908,2.4799,72.8672,129.4785
8.625,0.0526,13.6753,10.65,11.2748,7.6839,2.6104,58.6539,100.2333
8.6719,0.1746,58.7692,1.9416,2.0589,6.6631,2.5029,82.6453,137.9748
8.6719,0.0775,9.692,4.7182,5.1793,8.3338,2.5958,64.5931,114.5262
8.625,0.0482,4.2908,7.4256,8.0489,8.4623,2.6308,56.8814,102.8615
8.5781,0.3462,53.7475,0.9351,1.0173,6.4971,2.324,111.8465,313.7645
8.625,0.1306,3.0255,2.2326,2.0438,8.3922,2.4822,69.024,124.4011
8.6484,0.4098,77.0768,0.7824,0.7268,7.0085,2.2934,118.5989,281.0056
8.625,0.0773,4.9493,4.7517,7.907,8.4985,2.4909,60.4302,104.6134
8.625,0.097,4.4094,3.1061,3.6701,8.4167,2.5568,66.2163,123.6271
8.625,0.0843,3.4891,3.898,4.6547,8.4714,2.5728,64.8929,120.1825
8.625,0.0934,8.2649,3.2209,3.645,8.3961,2.562,67.0643,117.4954
8.625,0.0615,7.5705,6.7176,7.316,8.4799,2.6263,60.5151,113.4076
8.5781,0.0647,13.446,6.9651,7.3882,7.6753,2.6002,61.5702,109.0122
8.625,0.0441,4.155,7.3383,10.3897,8.5241,2.6482,57.8484,105.3743
8.625,0.1477,38.3026,2.4209,2.6363,7.2311,2.543,78.0146,141.1767
8.625,0.1591,7.1852,1.907,2.0914,8.2142,2.4911,73.2101,137.5118
8.7031,0.1251,10.6221,2.4361,2.7761,8.3736,2.5237,69.5311,127.8798
8.75,0.0728,9.0063,5.1665,5.9942,8.5283,2.5789,63.9274,109.098
8.6719,0.0955,14.4547,3.789,4.4345,7.7664,2.5619,67.598,116.4267
8.6484,0.218,37.0929,3.2874,4.2067,5.573,2.386,90.9907,148.224
8.6719,0.1393,40.017,2.5257,2.8583,7.5427,2.5604,75.956,136.483
8.6719,0.2666,94.8251,1.5786,1.6269999999999998,6.9685,2.4989,87.3929,158.2726
8.6719,0.1893,56.9821,2.1124,2.8595,7.0719,2.5341,84.3022,144.3599
8.625,0.1277,8.4187,2.5212,2.6971,7.6534,2.5055,69.7433,123.3818
8.6719,0.256,89.934,1.4734,1.5019,6.9329,2.507,85.3013,134.3461
8.6719,0.0715,7.5106,4.5744,4.9673,8.3327,2.6034,63.3887,116.8733
8.6719,0.2394,91.8971,1.6401,1.8555,6.8632,2.5181,85.6627,148.8996
8.6719,0.1313,8.6844,2.0675,2.2738,8.1787,2.5029,70.6129,125.7174
8.6719,0.1738,21.3344,12.5228,28.0059,6.2108,2.3867,84.1986,127.4085
8.625,0.1577,43.3455,2.5064,2.8812,7.6231,2.5603,79.722,147.9339
8.6719,0.1912,75.0809,1.7,2.1818,7.795,2.5849,77.3119,134.5517
8.6719,0.0902,16.5687,4.9073,5.8383,8.1471,2.6072,66.3116,113.3548
8.625,0.0603,16.9037,10.2845,11.5688,7.8984,2.6149,60.8617,109.8588
8.6719,0.1246,3.6953,2.0511,2.2263,8.6794,2.4967,67.2252,125.2769
8.5781,0.2687,25.9735,0.334,0.3066,5.0168,2.1766,99.747,184.9912
8.625,0.1561,45.3378,7.7257,8.6165,5.4449,2.3156,82.1153,130.4156
8.5469,0.2174,27.7888,0.5012,0.4581,4.8915,2.2465,86.7556,147.7645
8.6719,0.1429,10.4991,1.9781,2.2369,8.5214,2.5161,72.7381,135.8268
8.6719,0.0886,9.371,3.7505,4.2384,8.3129,2.5693,65.2632,118.7996
8.6719,0.1006,14.3666,3.4807,3.8984,7.915,2.5611,68.2595,122.8167
8.625,0.1788,8.2593,1.5786,1.5855,8.0084,2.4378,74.0565,138.7792
8.6719,0.1476,9.169,2.0485,2.2265,8.2907,2.5106,73.2785,132.937
8.6719,0.0688,12.5661,58.5863,89.6312,6.3088,2.4772,66.5778,104.405
8.5781,0.3776,66.0109,0.7489,0.9686,6.3672,2.2928,105.5537,199.5556
8.625,0.0457,6.7481,8.1372,8.3029,8.5193,2.6464,59.008,112.8717
8.5781,0.0923,14.3098,3.7732,5.4942,7.9239,2.5873,67.8896,121.4195
8.75,0.1499,11.4984,1.8884,2.0651,8.1238,2.4706,72.8043,135.9078
8.625,0.0645,7.4121,5.2203,5.8037,8.287,2.614,60.562,108.5038
8.6719,0.1315,21.8424,2.4243,2.7960000000000003,7.9988,2.5532,73.7845,137.3755
8.625,0.1989,33.5978,4.4155,5.0259,5.2231,2.2298,90.0922,138.8923
8.6719,0.2913,27.1524,0.384,0.3463,6.3251,2.1304,104.6031,210.8061
8.625,0.0588,17.3127,10.006,11.0458,7.8105,2.6166,59.2003,103.662
8.6719,0.2428,107.3404,1.6569999999999998,1.6449,7.0191,2.5049,88.2264,164.0386
8.6719,0.0954,11.8342,3.8799,4.4587,8.1116,2.5658,66.78399999999999,121.8613
8.6484,0.2424,45.7937,1.3817,1.5809,5.5774,2.2343,93.5876,146.7776
8.6719,0.1141,8.1853,2.7745,3.2005,8.3118,2.5465,70.167,129.9156
8.625,0.1025,26.5411,3.8995,4.7076,8.0184,2.6087,73.0527,137.8083
8.625,0.2822,26.8518,0.3098,0.2904,5.4297,2.1691,100.806,196.2704
8.7031,0.1281,8.3154,2.5331,2.5945,8.225,2.5074,69.1926,124.2835
8.625,0.1297,9.9647,88.01100000000002,177.47799999999995,5.4795,2.3185,83.3856,131.1314
8.625,0.1233,30.028,3.1547,3.9705,8.1983,2.5957,73.7376,138.1882
8.625,0.1085,5.4217,3.0979,3.4005,8.3021,2.5257,66.9613,124.2392
8.6719,0.2272,89.912,1.5548,1.6706,7.0306,2.5525,85.3993,143.463
8.6719,0.0765,8.9773,4.6661,5.1038,8.3756,2.6015,63.9121,117.5844
8.6719,0.2239,60.3844,1.7969,1.8887,7.7797,2.5637,85.3418,145.7876
8.6719,0.3471,32.8659,0.8018,0.8965,11.3003,2.9746,75.1519,132.0841
8.625,0.0869,11.1036,4.6242,5.004,8.3199,2.5946,65.7003,122.3523
8.7031,0.1399,76.521,2.6628,3.445,5.9766,2.5937,73.5578,132.1404
8.625,0.2504,26.589,0.3339,0.3189,5.0952,2.1758,100.0162,195.6395
8.625,0.1315,36.3381,2.6395,3.3166,7.8294,2.588,76.5677,140.7576
8.625,0.0863,8.8852,4.4286,4.9721,8.0656,2.5793,65.65,110.9007
8.75,0.0903,54.2341,1.6383,1.8857,5.6931,2.4804,70.5348,118.1738
8.625,0.2087,36.2057,4.5764,5.0831,5.2466,2.2302,90.273,140.8904
8.625,0.2928,29.9247,0.2725,0.3037,5.3439999999999985,2.1424,107.851,214.2494
8.625,0.0505,4.8523,8.0113,8.7127,8.3723,2.6329,58.4843,109.4761
8.6016,0.0625,16.8585,8.9078,9.1115,7.665,2.6063,61.1115,105.0431
8.7031,0.1429,45.7417,1.5730000000000002,2.0925,5.5852,2.4861,75.7559,129.8666
8.625,0.1497,11.003,2.1569,2.2293,8.121,2.4944,72.8087,136.8332
8.6719,0.1295,8.8538,2.2857,2.4186,8.3892,2.5174,71.1535,129.9115
8.625,0.0853,6.3526,4.0748,6.7041,8.3903,2.5383,70.1136,133.7077
8.625,0.1168,7.7184,2.7659,3.0522,8.3228,2.5501,69.9987,129.0878
8.6719,0.222,57.6253,1.7824,1.8411,7.9918,2.5707,85.6283,158.11
8.625,0.0964,35.7161,3.324,3.4606,7.6741,2.5716,68.0933,120.2432
8.5781,0.0656,17.641,8.3142,9.4662,7.5253,2.5811,60.3126,103.505
8.625,0.0662,7.2852,6.595,6.4911,8.4525,2.6025,61.7228,112.4728
8.625,0.091,14.7418,5.0804,5.8983,7.8903,2.5911,64.433,112.7887
8.6484,0.1036,3.0925,3.2642,3.6822,8.3953,2.5439,63.6071,118.4192
8.625,0.073,13.7119,8.4214,8.5815,7.4922,2.5792,61.8465,106.3452
8.6172,0.0925,3.9333,2.2513,2.5337,8.458,2.513,65.3752,121.8308
8.5781,0.2867,31.3429,0.3154,0.3032,4.8558,2.132,104.5787,208.2761
8.625,0.1562,43.746,2.4889,2.9004,7.4656,2.5571,79.2641,147.1174
8.6719,0.1365,10.2004,2.0455,2.2840000000000003,7.9915,2.5062,70.8862,129.865
8.625,0.1201,30.7407,3.7001,4.6138,8.0189,2.6029,74.3188,137.6641
8.6719,0.1139,2.9311,2.3443,2.1688,8.3393,2.5093,66.2988,120.1196
8.625,0.0855,12.3407,4.6082,5.0285,8.2111,2.5915,65.4194,121.7643
8.625,0.1827,41.3165,4.285,4.4593,5.4202,2.3056,84.0698,132.9849
8.7031,0.4314,584.1155,0.191,0.1548,12.2207,2.7913,92.2315,184.1038
